,W1,W2,W3,W4,W5,W6,W7,C1,C2,C3,C4,C5,S1,S2,S3,E1,E2,E3,E4,E5,N1,N2
2030/10/14 19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/14 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/14 21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/14 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/14 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/15 0:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/15 1:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/15 2:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/15 3:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/15 4:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/15 5:00:00,0,0,0,0,0.0002,0,0,0.002,0.0026,0.003,0.0044,0.005,0,0,0,0,0,0,0,0,0,0
2030/10/15 6:00:00,0.0336,0.0356,0.033,0.031,0.055,0.043,0,0.0766,0.0662,0.059,0.0652,0.063,0,0,0.0032,0.003,0.005,0.0064,0.0128,0.013,0.005,0.0098
2030/10/15 7:00:00,0.1352,0.1356,0.117,0.1182,0.1634,0.1442,0,0.1938,0.1538,0.1366,0.156,0.1526,0,0,0.043,0.041333333,0.0545,0.0726,0.1012,0.0944,0.0584,0.081
2030/10/15 8:00:00,0.256,0.2336,0.224,0.2108,0.2586,0.2554,0,0.2908,0.2294,0.2166,0.2198,0.245,0,0,0.1064,0.109666667,0.133,0.1724,0.2014,0.1852,0.1442,0.1754
2030/10/15 9:00:00,0.3568,0.2932,0.362,0.2996,0.3208,0.3422,0,0.362,0.3074,0.2762,0.262,0.3188,0,0,0.1828,0.183,0.2085,0.254,0.2888,0.2706,0.2338,0.2852
2030/10/15 10:00:00,0.4538,0.3856,0.483,0.4324,0.3472,0.3976,0,0.443,0.3624,0.3382,0.2872,0.3476,0,0,0.2618,0.254333333,0.2665,0.3154,0.3342,0.3094,0.3088,0.3566
2030/10/15 11:00:00,0.5306,0.491,0.576,0.536,0.3636,0.441,0,0.4946,0.4008,0.3754,0.2804,0.3564,0,0,0.3338,0.305666667,0.3095,0.3512,0.3616,0.309,0.3602,0.38
2030/10/15 12:00:00,0.5834,0.523,0.594,0.5434,0.3634,0.4372,0,0.4926,0.3916,0.3758,0.2474,0.3396,0,0,0.3824,0.329333333,0.353,0.3738,0.3554,0.305,0.373,0.3842
2030/10/15 13:00:00,0.5628,0.4888,0.551,0.4832,0.344,0.3816,0,0.4358,0.345,0.3446,0.2096,0.2892,0,0,0.3818,0.330333333,0.358,0.3552,0.3164,0.2908,0.3408,0.3584
2030/10/15 14:00:00,0.4916,0.3938,0.458,0.3866,0.2786,0.285,0,0.3472,0.2558,0.2696,0.1562,0.2116,0,0,0.3318,0.297,0.3245,0.3052,0.2424,0.2486,0.2556,0.2884
2030/10/15 15:00:00,0.332,0.2564,0.251,0.2398,0.1826,0.1582,0,0.2288,0.1488,0.1544,0.0948,0.1146,0,0,0.253,0.231,0.244,0.2262,0.1596,0.19,0.1586,0.1998
2030/10/15 16:00:00,0.1736,0.1216,0.161,0.124,0.0848,0.0574,0,0.0832,0.0454,0.0568,0.0342,0.036,0,0,0.1578,0.138333333,0.1395,0.1272,0.0802,0.1092,0.074,0.0992
2030/10/15 17:00:00,0.0228,0.0132,0.015,0.0116,0.004,0.0022,0,0.0038,0.0002,0.0004,0,0,0,0,0.0726,0.056666667,0.0515,0.0394,0.0204,0.0304,0.0186,0.0308
2030/10/15 18:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008,0,0,0,0,0,0,0
2030/10/15 19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/15 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/15 21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/15 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/15 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/16 0:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/16 1:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/16 2:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/16 3:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/16 4:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/16 5:00:00,0,0,0,0,0,0,0,0,0.0014,0.005,0.01,0.005,0,0,0,0,0,0,0,0,0,0
2030/10/16 6:00:00,0.0472,0.033,0.058,0.046,0.0382,0.0406,0,0.0374,0.055,0.0862,0.1168,0.0714,0,0,0.0404,0.021,0.0175,0.0134,0.0108,0.0038,0.002,0.0034
2030/10/16 7:00:00,0.193,0.1354,0.21,0.1772,0.1302,0.1306,0,0.1196,0.159,0.2234,0.3096,0.1976,0,0,0.2414,0.166333333,0.1585,0.1176,0.0948,0.0474,0.0456,0.0484
2030/10/16 8:00:00,0.3736,0.2824,0.381,0.3444,0.237,0.238,0,0.194,0.2674,0.3526,0.4348,0.3378,0,0,0.468,0.371666667,0.3475,0.2708,0.231,0.1178,0.1242,0.117
2030/10/16 9:00:00,0.4956,0.4118,0.503,0.4732,0.3312,0.3472,0,0.2674,0.3892,0.456,0.5484,0.4662,0,0,0.5804,0.484333333,0.459,0.3984,0.3506,0.1994,0.2094,0.205
2030/10/16 10:00:00,0.5734,0.4954,0.578,0.535,0.4042,0.4174,0,0.3364,0.4922,0.5338,0.6152,0.5588,0,0,0.6432,0.561666667,0.5445,0.4878,0.4284,0.2794,0.2888,0.281
2030/10/16 11:00:00,0.6002,0.514,0.596,0.5152,0.4326,0.4456,0,0.3712,0.5322,0.5598,0.6282,0.5764,0,0,0.6626,0.619,0.598,0.5482,0.4644,0.335,0.337,0.3164
2030/10/16 12:00:00,0.5778,0.4748,0.553,0.454,0.406,0.4154,0,0.3726,0.5216,0.539,0.5984,0.5544,0,0,0.665,0.639,0.613,0.5528,0.4582,0.3424,0.3446,0.3132
2030/10/16 13:00:00,0.4914,0.386,0.468,0.3546,0.3316,0.3644,0,0.3278,0.441,0.4806,0.5324,0.4784,0,0,0.6466,0.626333333,0.5945,0.501,0.4276,0.304,0.3124,0.272
2030/10/16 14:00:00,0.3614,0.2838,0.335,0.2378,0.2236,0.2718,0,0.2336,0.3074,0.3556,0.357,0.2954,0,0,0.5956,0.569,0.5285,0.4192,0.3528,0.2368,0.2618,0.2084
2030/10/16 15:00:00,0.1898,0.1642,0.165,0.1228,0.133,0.182,0,0.1322,0.1936,0.2378,0.215,0.1478,0,0,0.5132,0.421666667,0.3675,0.285,0.2324,0.149,0.1808,0.1386
2030/10/16 16:00:00,0.0676,0.059,0.048,0.037,0.049,0.0788,0,0.054,0.0852,0.075,0.0706,0.0396,0,0,0.36,0.263333333,0.203,0.147,0.1202,0.0732,0.0778,0.0672
2030/10/16 17:00:00,0.0048,0.0028,0.002,0.0006,0.0008,0.0044,0,0.002,0.003,0.001,0.0002,0,0,0,0.1846,0.106333333,0.0655,0.0438,0.04,0.018,0.014,0.0162
2030/10/16 18:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014,0.000333333,0,0,0.0146,0,0,0
2030/10/16 19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/16 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/16 21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/16 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/16 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/17 0:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/17 1:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/17 2:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/17 3:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/17 4:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/17 5:00:00,0,0,0,0,0,0,0,0,0,0,0.002,0.0018,0,0,0,0,0,0,0,0,0,0
2030/10/17 6:00:00,0.0354,0.035,0.034,0.0458,0.045,0.0254,0,0.027,0.0206,0.0246,0.044,0.0468,0,0,0.012,0.008,0.009,0.0106,0.0154,0.005,0.0086,0.0044
2030/10/17 7:00:00,0.1174,0.1592,0.116,0.1798,0.1814,0.1132,0,0.0922,0.0736,0.0844,0.1414,0.15,0,0,0.0878,0.070333333,0.086,0.1022,0.1118,0.0566,0.087,0.057
2030/10/17 8:00:00,0.2182,0.3422,0.236,0.3576,0.3324,0.245,0,0.1748,0.1456,0.182,0.2488,0.3048,0,0,0.1744,0.153,0.182,0.2332,0.2374,0.156,0.2118,0.148
2030/10/17 9:00:00,0.3264,0.4708,0.363,0.5034,0.4272,0.3586,0,0.2324,0.2026,0.292,0.3336,0.4146,0,0,0.2598,0.234666667,0.2695,0.342,0.3484,0.2584,0.3334,0.2472
2030/10/17 10:00:00,0.408,0.5548,0.486,0.5838,0.4866,0.4346,0,0.282,0.248,0.3696,0.3872,0.463,0,0,0.33,0.296333333,0.351,0.4216,0.4354,0.34,0.4222,0.3282
2030/10/17 11:00:00,0.473,0.581,0.578,0.608,0.526,0.4712,0,0.3108,0.2616,0.3958,0.4146,0.4812,0,0,0.3662,0.348,0.418,0.465,0.4982,0.3834,0.4818,0.3816
2030/10/17 12:00:00,0.4778,0.5682,0.601,0.5906,0.5146,0.4694,0,0.3262,0.2542,0.378,0.3792,0.4336,0,0,0.3656,0.38,0.442,0.4864,0.5368,0.385,0.5122,0.3974
2030/10/17 13:00:00,0.4288,0.5074,0.549,0.521,0.4262,0.4364,0,0.3018,0.2236,0.3106,0.2942,0.3146,0,0,0.325,0.340333333,0.406,0.4802,0.5296,0.358,0.4924,0.3624
2030/10/17 14:00:00,0.3622,0.3806,0.423,0.3726,0.2836,0.3692,0,0.2606,0.1706,0.2192,0.2012,0.2064,0,0,0.2494,0.264333333,0.3315,0.414,0.4638,0.2664,0.4246,0.286
2030/10/17 15:00:00,0.221,0.2354,0.247,0.2256,0.1586,0.258,0,0.213,0.1088,0.1158,0.1058,0.1114,0,0,0.1678,0.172333333,0.2015,0.2746,0.3024,0.1694,0.2778,0.1834
2030/10/17 16:00:00,0.0802,0.0874,0.096,0.0746,0.0524,0.1306,0,0.106,0.0424,0.0354,0.0316,0.0346,0,0,0.0934,0.091333333,0.1055,0.1578,0.1554,0.0856,0.127,0.0916
2030/10/17 17:00:00,0.005,0.0058,0.007,0.0032,0.001,0.0116,0,0.0076,0.0006,0,0,0,0,0,0.0292,0.031333333,0.032,0.05,0.0436,0.0228,0.0278,0.0236
2030/10/17 18:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/17 19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/17 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/17 21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/17 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/17 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/18 0:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/18 1:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/18 2:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/18 3:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/18 4:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/18 5:00:00,0,0,0,0,0,0.0016,0,0.0004,0,0,0.0004,0.0032,0,0,0,0,0,0,0,0,0,0
2030/10/18 6:00:00,0.0298,0.0394,0.03,0.0328,0.025,0.0904,0,0.0394,0.0196,0.0264,0.032,0.0522,0,0,0.0104,0.008333333,0.01,0.013,0.009,0.0056,0.0088,0.0052
2030/10/18 7:00:00,0.1226,0.1322,0.111,0.1148,0.1034,0.2214,0,0.1098,0.0708,0.0856,0.1004,0.1502,0,0,0.108,0.084,0.0915,0.1102,0.0828,0.0702,0.0806,0.0656
2030/10/18 8:00:00,0.2382,0.2538,0.219,0.2324,0.2276,0.3862,0,0.1868,0.1434,0.147,0.178,0.2492,0,0,0.2524,0.181333333,0.2095,0.2426,0.193,0.1884,0.1744,0.1592
2030/10/18 9:00:00,0.3572,0.3888,0.308,0.3748,0.3286,0.5006,0,0.2516,0.215,0.2058,0.2306,0.3398,0,0,0.3528,0.280333333,0.3155,0.3714,0.3278,0.3078,0.2706,0.2574
2030/10/18 10:00:00,0.4298,0.505,0.39,0.4624,0.3768,0.568,0,0.297,0.2502,0.2614,0.2738,0.3984,0,0,0.4216,0.360333333,0.3985,0.4554,0.4254,0.3892,0.334,0.3292
2030/10/18 11:00:00,0.4678,0.5576,0.418,0.4932,0.38,0.58,0,0.3096,0.262,0.2928,0.289,0.4168,0,0,0.459,0.388333333,0.4385,0.476,0.4658,0.4578,0.3858,0.3618
2030/10/18 12:00:00,0.4554,0.5614,0.422,0.4706,0.3346,0.5332,0,0.2676,0.2696,0.3038,0.2858,0.3966,0,0,0.4622,0.393666667,0.464,0.4594,0.461,0.4596,0.3996,0.3876
2030/10/18 13:00:00,0.389,0.4938,0.396,0.386,0.2592,0.429,0,0.196,0.2322,0.2618,0.2582,0.311,0,0,0.4316,0.371333333,0.419,0.3962,0.4158,0.3976,0.35,0.3862
2030/10/18 14:00:00,0.309,0.3602,0.337,0.2672,0.1756,0.2704,0,0.1346,0.1722,0.1976,0.1988,0.2126,0,0,0.3484,0.314,0.341,0.2978,0.3062,0.3128,0.2732,0.318
2030/10/18 15:00:00,0.2144,0.2044,0.228,0.1618,0.1062,0.1554,0,0.0752,0.099,0.1344,0.136,0.1156,0,0,0.246,0.203,0.228,0.2,0.1878,0.2444,0.1798,0.2292
2030/10/18 16:00:00,0.1024,0.0932,0.136,0.0794,0.0398,0.0764,0,0.0278,0.0394,0.0528,0.0522,0.0304,0,0,0.1386,0.098333333,0.112,0.1072,0.0958,0.1242,0.0896,0.126
2030/10/18 17:00:00,0.013,0.0092,0.012,0.0056,0.001,0.0042,0,0.0006,0.0008,0.0006,0,0,0,0,0.0506,0.030333333,0.0325,0.033,0.0292,0.042,0.0222,0.0382
2030/10/18 18:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/18 19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/18 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/18 21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/18 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/18 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/19 0:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/19 1:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/19 2:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/19 3:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/19 4:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/19 5:00:00,0,0,0,0,0,0,0,0,0,0.0008,0.0008,0.0056,0,0,0,0,0,0,0,0,0,0
2030/10/19 6:00:00,0.04,0.0292,0.051,0.036,0.0486,0.0212,0,0.0166,0.0308,0.044,0.0382,0.071,0,0,0.01,0.005,0.0045,0.0068,0.0276,0.0126,0.0056,0.01
2030/10/19 7:00:00,0.176,0.1132,0.185,0.1354,0.158,0.0866,0,0.0734,0.1,0.1268,0.0972,0.1716,0,0,0.0816,0.052,0.047,0.0744,0.1832,0.1016,0.0668,0.0988
2030/10/19 8:00:00,0.3524,0.2324,0.325,0.268,0.285,0.1766,0,0.164,0.1892,0.2126,0.135,0.2726,0,0,0.1482,0.114,0.1065,0.189,0.3842,0.2322,0.165,0.2286
2030/10/19 9:00:00,0.4808,0.337,0.402,0.365,0.3754,0.2734,0,0.2326,0.2592,0.2578,0.1808,0.3492,0,0,0.2068,0.185,0.1875,0.318,0.521,0.357,0.2734,0.3324
2030/10/19 10:00:00,0.5612,0.4062,0.486,0.4502,0.4528,0.3422,0,0.3076,0.3136,0.2908,0.2346,0.3894,0,0,0.2566,0.271333333,0.2815,0.418,0.6026,0.4488,0.3534,0.384
2030/10/19 11:00:00,0.5974,0.4526,0.536,0.493,0.505,0.4094,0,0.3346,0.3222,0.3254,0.2872,0.4164,0,0,0.3068,0.342333333,0.362,0.504,0.6454,0.4684,0.3912,0.4056
2030/10/19 12:00:00,0.5858,0.4764,0.546,0.494,0.4952,0.4194,0,0.3336,0.3026,0.3526,0.317,0.4212,0,0,0.3228,0.384,0.4265,0.5556,0.6502,0.4452,0.4024,0.3922
2030/10/19 13:00:00,0.5602,0.4156,0.508,0.4306,0.4592,0.3542,0,0.3034,0.2746,0.3334,0.3022,0.3996,0,0,0.3262,0.405333333,0.466,0.5626,0.6164,0.3788,0.3826,0.3422
2030/10/19 14:00:00,0.4954,0.2982,0.396,0.3128,0.3824,0.2374,0,0.2384,0.2022,0.2688,0.2554,0.3388,0,0,0.2846,0.389,0.4485,0.5288,0.5348,0.2982,0.2992,0.2854
2030/10/19 15:00:00,0.3562,0.1722,0.258,0.1802,0.2486,0.1292,0,0.1284,0.1252,0.1744,0.1902,0.257,0,0,0.2032,0.330333333,0.3715,0.4174,0.389,0.2038,0.1846,0.1958
2030/10/19 16:00:00,0.1758,0.0672,0.122,0.0718,0.096,0.045,0,0.041,0.0494,0.075,0.0984,0.1284,0,0,0.1176,0.216,0.253,0.2746,0.2022,0.102,0.0872,0.0976
2030/10/19 17:00:00,0.0244,0.0058,0.009,0.0048,0.0036,0.0014,0,0.001,0.001,0.0014,0.0018,0.0006,0,0,0.0394,0.094,0.1135,0.1136,0.0622,0.0316,0.021,0.0246
2030/10/19 18:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/19 19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/19 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/19 21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/19 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/19 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/20 0:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/20 1:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/20 2:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/20 3:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/20 4:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/20 5:00:00,0,0,0,0,0,0,0,0.0016,0.0066,0.016,0.0344,0.0146,0,0,0,0,0,0,0,0,0,0
2030/10/20 6:00:00,0.0454,0.0332,0.044,0.0372,0.0482,0.06,0,0.088,0.1224,0.1708,0.2272,0.1168,0,0,0.0134,0.013,0.011,0.009,0.008,0.0114,0.0128,0.0204
2030/10/20 7:00:00,0.161,0.127,0.153,0.1324,0.18,0.2088,0,0.2694,0.3196,0.3792,0.4568,0.2736,0,0,0.1216,0.106,0.0915,0.0836,0.0752,0.091,0.1144,0.1498
2030/10/20 8:00:00,0.3014,0.2406,0.279,0.2554,0.3884,0.3534,0,0.4198,0.4308,0.4902,0.5638,0.422,0,0,0.2672,0.221333333,0.21,0.1932,0.1842,0.199,0.2592,0.2994
2030/10/20 9:00:00,0.4202,0.3438,0.4,0.3922,0.553,0.473,0,0.5316,0.52,0.576,0.648,0.5226,0,0,0.382,0.312,0.3125,0.3156,0.2998,0.2758,0.4278,0.4284
2030/10/20 10:00:00,0.5144,0.446,0.524,0.5038,0.6478,0.5736,0,0.5978,0.6084,0.6472,0.6706,0.5828,0,0,0.4994,0.394666667,0.387,0.4046,0.4014,0.3202,0.5306,0.4612
2030/10/20 11:00:00,0.5594,0.5192,0.586,0.5664,0.6932,0.642,0,0.6418,0.6424,0.6654,0.6814,0.5772,0,0,0.5942,0.492333333,0.4835,0.4634,0.4554,0.3306,0.5758,0.4582
2030/10/20 12:00:00,0.5694,0.5384,0.603,0.576,0.7024,0.6646,0,0.6566,0.652,0.661,0.6694,0.51,0,0,0.6326,0.547333333,0.531,0.4642,0.463,0.3216,0.5642,0.4342
2030/10/20 13:00:00,0.5374,0.5156,0.579,0.554,0.6832,0.6436,0,0.6336,0.6204,0.6088,0.6086,0.4124,0,0,0.6182,0.547666667,0.5235,0.4364,0.424,0.2834,0.511,0.3872
2030/10/20 14:00:00,0.461,0.4558,0.525,0.4952,0.5936,0.58,0,0.5736,0.5058,0.4662,0.48,0.276,0,0,0.5768,0.508666667,0.476,0.3688,0.3398,0.2176,0.3994,0.2784
2030/10/20 15:00:00,0.3328,0.329,0.397,0.3586,0.3866,0.409,0,0.4096,0.339,0.2804,0.2896,0.1898,0,0,0.467,0.424,0.383,0.2772,0.237,0.14,0.2368,0.1638
2030/10/20 16:00:00,0.18,0.1792,0.226,0.1954,0.1926,0.2082,0,0.2132,0.1474,0.094,0.1158,0.0802,0,0,0.3064,0.293,0.26,0.1684,0.1332,0.0642,0.1116,0.0732
2030/10/20 17:00:00,0.0272,0.0254,0.026,0.0252,0.0152,0.0242,0,0.0166,0.0076,0.0022,0.0014,0.0002,0,0,0.1292,0.127333333,0.1095,0.0658,0.0582,0.0156,0.028,0.0164
2030/10/20 18:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.0005,0,0,0,0,0
2030/10/20 19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/20 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/20 21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/20 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/20 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/21 0:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/21 1:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/21 2:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/21 3:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/21 4:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030/10/21 5:00:00,0,0,0,0,0.0004,0,0,0.001,0.0012,0.0024,0.0038,0.012,0,0,0,0,0,0,0,0,0,0
2030/10/21 6:00:00,0.0612,0.0578,0.053,0.0332,0.0582,0.0684,0,0.06,0.0438,0.0476,0.063,0.1096,0,0,0.032,0.02,0.0195,0.0178,0.0148,0.0118,0.003,0.0056
2030/10/21 7:00:00,0.2076,0.1664,0.165,0.1182,0.1826,0.2022,0,0.182,0.1262,0.1384,0.1622,0.2702,0,0,0.2034,0.143333333,0.142,0.1438,0.1194,0.1106,0.0456,0.0668
2030/10/21 8:00:00,0.336,0.278,0.318,0.249,0.3088,0.339,0,0.3178,0.2554,0.2738,0.283,0.432,0,0,0.3892,0.281333333,0.289,0.274,0.25,0.229,0.1204,0.1438
2030/10/21 9:00:00,0.4508,0.3884,0.517,0.397,0.4036,0.4498,0,0.4584,0.4372,0.4352,0.3874,0.5092,0,0,0.4622,0.383333333,0.3825,0.3524,0.3356,0.3098,0.187,0.2166
2030/10/21 10:00:00,0.5334,0.4698,0.612,0.485,0.4672,0.5394,0,0.5748,0.524,0.539,0.5092,0.5244,0,0,0.499,0.425333333,0.418,0.39,0.3814,0.3492,0.2466,0.2916
2030/10/21 11:00:00,0.5596,0.4908,0.638,0.5252,0.5168,0.584,0,0.6342,0.5674,0.5876,0.5592,0.5094,0,0,0.5224,0.445666667,0.4255,0.4068,0.4068,0.3752,0.2932,0.3578
2030/10/21 12:00:00,0.5506,0.4728,0.645,0.5108,0.507,0.585,0,0.6212,0.5422,0.5678,0.5636,0.4648,0,0,0.5496,0.468,0.42,0.402,0.3954,0.375,0.3172,0.4096
2030/10/21 13:00:00,0.51,0.4084,0.574,0.4108,0.4464,0.555,0,0.549,0.4612,0.48,0.509,0.387,0,0,0.5346,0.45,0.386,0.3722,0.3532,0.3396,0.3,0.416
2030/10/21 14:00:00,0.4218,0.3038,0.357,0.251,0.3004,0.4794,0,0.4234,0.3544,0.3412,0.3018,0.2792,0,0,0.4606,0.376,0.3075,0.309,0.2832,0.2696,0.261,0.3428
2030/10/21 15:00:00,0.258,0.1584,0.209,0.124,0.18,0.3386,0,0.3076,0.241,0.192,0.1534,0.1514,0,0,0.3198,0.240333333,0.2195,0.2104,0.186,0.1878,0.1998,0.2136
2030/10/21 16:00:00,0.1228,0.0602,0.083,0.0414,0.0608,0.1718,0,0.1466,0.1086,0.0618,0.0394,0.045,0,0,0.1862,0.121666667,0.1235,0.1206,0.0976,0.0958,0.1126,0.1172
